strategy_name,error,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,total_pnl,total_return,max_drawdown,sharpe_ratio,final_equity
趋势跟踪 (海龟),"Addition/subtraction of integers and integer-arrays with Timestamp is no longer supported.  Instead of adding/subtracting `n`, use `n * obj.freq`",,,,,,,,,,,,
123/2B 反转,,,,,,,,,,,,,
支撑阻力,,1.0,0.0,1.0,0.0,0.0,29747.521229073678,0.0,-29747.521229073678,-0.29747521229073676,-0.44295871587360947,-0.5252995373103454,70157.47877092633
形态交易,,1.0,0.0,1.0,0.0,0.0,18575.38312718975,0.0,-18575.38312718975,-0.1857538312718975,-1.1110915126773035,-0.7361540620755853,-13717.883127189736
均线交叉,,1.0,0.0,1.0,0.0,0.0,7710.128507000113,0.0,-7710.128507000113,-0.07710128507000114,-1.027712403758456,-0.7403318808038458,-2852.6285070000986
波动率突破,,2.0,1.0,1.0,0.5,2601.996050436213,546.9683559708598,4.757123555745219,2055.0276944653533,0.020550276944653532,-1.0017010431825042,-0.9961965353850953,-184.62333532091873
布林带,,4.0,3.0,1.0,0.75,811.1416186000775,6.453313723190889,125.69381458786457,2426.9715420770417,0.024269715420770416,-1.0000372513497577,-1.4473534590492831,-4.203677678618335
RSI,,17.0,9.0,8.0,0.5294117647058824,627.0324415215887,2.773948257598454,226.04330841572443,5621.10038763351,0.0562110038763351,-1.0,-2.9352623556301247,-2.3154066328685105e-19
突破策略,,3.0,2.0,1.0,0.6666666666666666,2163.0978127189205,36.23840889335242,59.6907501950429,4289.957216544489,0.04289957216544489,-1.0001302695016474,-1.2114215126116412,-14.376748284222693
