total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,total_pnl,total_return,max_drawdown,sharpe_ratio,final_equity,strategy_name
3.0,2.0,1.0,0.6666666666666666,5082.598259032548,636.412118196807,7.9863316767654355,9528.78439986829,0.0952878439986829,-1.004743466114762,-0.845775571351931,-568.1088382435727,趋势跟踪 (海龟)
,,,,,,,,,,,,123/2B 反转
1.0,1.0,0.0,1.0,132152.4329215112,0.0,inf,132152.4329215112,1.321524329215112,-0.6406619735111898,0.6818170849863746,232057.43292151124,支撑阻力
1.0,1.0,0.0,1.0,232727.83187849892,0.0,inf,232727.83187849892,2.3272783187849893,-0.2569925078874101,1.1146159543615521,332632.8318784989,形态交易
1.0,1.0,0.0,1.0,293067.2695664101,0.0,inf,293067.2695664101,2.930672695664101,-0.2577313578430665,1.1475494526880532,392972.26956641005,均线交叉
1.0,0.0,1.0,0.0,0.0,51258.01356422645,0.0,-51258.01356422645,-0.5125801356422645,-1.4247011387222073,-0.609684305879276,-46400.513564226436,波动率突破
1.0,0.0,1.0,0.0,0.0,50544.8956745697,0.0,-50544.8956745697,-0.505448956745697,-1.428759162331753,-0.6083648325644013,-45687.395674569685,布林带
1.0,0.0,1.0,0.0,0.0,7406.634653034422,0.0,-7406.634653034422,-0.07406634653034422,-1.02384709633963,-0.5239633922719031,-2549.134653034407,RSI
1.0,1.0,0.0,1.0,181783.74905583804,0.0,inf,181783.74905583804,1.8178374905583803,-0.47967822498690366,0.814038811061333,281688.74905583804,突破策略
